date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:01:49	2882/2882	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:19%20GMT	https://akademi.dexignlab.com/xhtml/page-error-500.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-error-500.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:50	2866/2866	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:19%20GMT	https://akademi.dexignlab.com/xhtml/page-error-503.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-error-503.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:51	7230/7230	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:20%20GMT	https://akademi.dexignlab.com/xhtml/page-lock-screen.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-lock-screen.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:52	12392/12392	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Mar%202023%2004:59:10%20GMT	https://akademi.dexignlab.com/xhtml/images/no-img-avatar.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/no-img-avatar.png	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:52	75833/75833	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:08%20GMT	https://akademi.dexignlab.com/xhtml/empty-page.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/empty-page.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:54	240643/240643	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20May%202023%2013:16:16%20GMT	https://akademi.dexignlab.com/xhtml/vendor/global/global.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/global/global.min.js	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:55	57696/57696	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Dec%202021%2011:09:40%20GMT	https://akademi.dexignlab.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:55	33693/33693	---M--	200	added ('OK')	application/javascript	date:Sun,%2024%20Jan%202021%2022:17:18%20GMT	https://akademi.dexignlab.com/xhtml/vendor/bootstrap-datepicker-master/js/bootstrap-datepicker.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/bootstrap-datepicker-master/js/bootstrap-datepicker.min.js	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:56	10763/10763	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2011:40:31%20GMT	https://akademi.dexignlab.com/xhtml/js/custom.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/js/custom.min.js	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:58	1360/1360	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2011:40:33%20GMT	https://akademi.dexignlab.com/xhtml/js/dlabnav-init.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/js/dlabnav-init.js	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:58	7941/7941	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2011:40:32%20GMT	https://akademi.dexignlab.com/xhtml/js/demo.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/js/demo.js	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:59	22136/22136	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2011:40:42%20GMT	https://akademi.dexignlab.com/xhtml/js/styleSwitcher.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/js/styleSwitcher.js	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:02:01	201/201	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2015:37:30%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_both.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_both.png	(from https://akademi.dexignlab.com/xhtml/vendor/datatables/css/jquery.dataTables.min.css)
09:02:02	1023/1023	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2014:33:10%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_asc.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_asc.png	(from https://akademi.dexignlab.com/xhtml/vendor/datatables/css/jquery.dataTables.min.css)
09:02:04	1020/1020	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Sep%202020%2011:24:40%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_desc.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_desc.png	(from https://akademi.dexignlab.com/xhtml/vendor/datatables/css/jquery.dataTables.min.css)
09:02:05	1023/1023	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Sep%202020%2011:24:02%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_asc_disabled.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_asc_disabled.png	(from https://akademi.dexignlab.com/xhtml/vendor/datatables/css/jquery.dataTables.min.css)
09:02:07	1020/1020	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Sep%202020%2011:23:52%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_desc_disabled.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datatables/images/sort_desc_disabled.png	(from https://akademi.dexignlab.com/xhtml/vendor/datatables/css/jquery.dataTables.min.css)
09:02:07	13337/13337	---M--	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202019%2001:44:38%20GMT	https://akademi.dexignlab.com/xhtml/icons/simple-line-icons/css/simple-line-icons.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/simple-line-icons/css/simple-line-icons.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:09	89220/89220	---M--	200	added ('OK')	text/css	date:Wed,%2009%20Feb%202022%2016:00:28%20GMT	https://akademi.dexignlab.com/xhtml/icons/fontawesome/css/all.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/fontawesome/css/all.min.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:10	17527/17527	---M--	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202019%2001:44:38%20GMT	https://akademi.dexignlab.com/xhtml/icons/themify-icons/css/themify-icons.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/themify-icons/css/themify-icons.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:11	141712/141712	---M--	200	added ('OK')	text/css	date:Thu,%2027%20Jan%202022%2018:20:32%20GMT	https://akademi.dexignlab.com/xhtml/icons/material-design-iconic-font/css/materialdesignicons.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/material-design-iconic-font/css/materialdesignicons.min.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:12	89729/89729	---M--	200	added ('OK')	text/css	date:Thu,%2007%20Nov%202019%2011:27:56%20GMT	https://akademi.dexignlab.com/xhtml/icons/line-awesome/css/line-awesome.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/line-awesome/css/line-awesome.min.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:12	8721/8721	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Jul%202019%2008:58:14%20GMT	https://akademi.dexignlab.com/xhtml/icons/avasta/css/style.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/avasta/css/style.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:13	20439/20439	---M--	200	added ('OK')	text/css	date:Sat,%2005%20Sep%202020%2002:43:20%20GMT	https://akademi.dexignlab.com/xhtml/icons/flaticon/flaticon.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/flaticon/flaticon.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:14	13636/13636	---M--	200	added ('OK')	text/css	date:Sat,%2022%20Jan%202022%2015:48:56%20GMT	https://akademi.dexignlab.com/xhtml/icons/flaticon-1/font/flaticon-1.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/flaticon-1/font/flaticon-1.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:16	106765/106765	---M--	200	added ('OK')	text/css	date:Mon,%2028%20Dec%202020%2013:35:46%20GMT	https://akademi.dexignlab.com/xhtml/icons/icomoon/icomoon.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/icomoon/icomoon.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:17	63666/63666	---M--	200	added ('OK')	text/css	date:Sat,%2026%20Oct%201985%2004:15:00%20GMT	https://akademi.dexignlab.com/xhtml/icons/bootstrap-icons/font/bootstrap-icons.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/icons/bootstrap-icons/font/bootstrap-icons.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:18	57997/57997	---M--	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202019%2001:44:38%20GMT	https://akademi.dexignlab.com/xhtml/vendor/animate/animate.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/animate/animate.min.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:18	28765/28765	---M--	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202019%2001:44:38%20GMT	https://akademi.dexignlab.com/xhtml/vendor/aos/css/aos.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/aos/css/aos.min.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:20	2714/2714	---M--	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202019%2001:44:40%20GMT	https://akademi.dexignlab.com/xhtml/vendor/perfect-scrollbar/css/perfect-scrollbar.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/perfect-scrollbar/css/perfect-scrollbar.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:21	2146/2146	---M--	200	added ('OK')	text/css	date:Thu,%2027%20Jan%202022%2018:19:34%20GMT	https://akademi.dexignlab.com/xhtml/vendor/metismenu/css/metisMenu.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/metismenu/css/metisMenu.min.css	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:22	8672/8672	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Mar%202021%2015:00:58%20GMT	https://akademi.dexignlab.com/xhtml/images/pattern/pattern5.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/pattern/pattern5.png	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:24	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Feb%202024%2014:02:32%20GMT	https://akademi.dexignlab.com/xhtml/images/body/12.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/body/12.jpg	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:24	13480/13480	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2006:57:08%20GMT	https://akademi.dexignlab.com/xhtml/images/student-bg-Recovered.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/student-bg-Recovered.jpg	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:26	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Feb%202024%2014:02:33%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/cover.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/cover.jpg	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:27	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Feb%202024%2014:02:35%20GMT	https://akademi.dexignlab.com/xhtml/images/svg/check.svg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/svg/check.svg	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Feb%202024%2014:02:36%20GMT	https://akademi.dexignlab.com/xhtml/images/svg/cd-arrow.svg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/svg/cd-arrow.svg	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:29	28454/28454	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Jul%202022%2001:54:06%20GMT	https://akademi.dexignlab.com/xhtml/images/1.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/1.jpg	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:30	7720/7720	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:18:50%20GMT	https://akademi.dexignlab.com/xhtml/images/like.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/like.png	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:33	388070/388070	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Mar%202023%2021:25:42%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/12.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/12.jpg	(from https://akademi.dexignlab.com/xhtml/css/style.css)
09:02:33	10294/10294	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:12:34%20GMT	https://akademi.dexignlab.com/xhtml/vendor/bootstrap-select-country/css/bootstrap-select-country.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/bootstrap-select-country/css/bootstrap-select-country.min.css	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:35	4048/4048	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Jun%202021%2003:22:46%20GMT	https://akademi.dexignlab.com/xhtml/vendor/jquery-nice-select/css/nice-select.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/jquery-nice-select/css/nice-select.css	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:35	15731/15731	---M--	200	added ('OK')	text/css	date:Mon,%2020%20May%202019%2009:56:50%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datepicker/css/bootstrap-datepicker.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datepicker/css/bootstrap-datepicker.min.css	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:36	13920/13920	---M--	200	added ('OK')	text/css	date:Sat,%2026%20Oct%201985%2004:15:00%20GMT	https://akademi.dexignlab.com/xhtml/vendor/swiper/css/swiper-bundle.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/swiper/css/swiper-bundle.min.css	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:37	17907/17907	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Mar%202023%2023:49:20%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/small/pic1.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/small/pic1.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:38	18684/18684	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2000:20:18%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/small/pic2.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/small/pic2.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:39	20835/20835	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2000:23:04%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/small/pic3.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/small/pic3.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:40	19054/19054	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2000:24:00%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/small/pic4.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/small/pic4.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:41	24077/24077	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2000:24:28%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/small/pic5.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/small/pic5.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:43	1452/1452	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Nov%202022%2016:01:06%20GMT	https://akademi.dexignlab.com/xhtml/ajax/recentactivity.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ajax/recentactivity.html	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:44	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Feb%202024%2014:02:52%20GMT	https://akademi.dexignlab.com/xhtml/contact.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/contact.89.delayed	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:45	582/582	---M--	200	added ('OK')	text/html	date:Tue,%2002%20May%202023%2007:13:38%20GMT	https://akademi.dexignlab.com/xhtml/ajax/message-content.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ajax/message-content.html	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:46	29932/29932	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2004:55:38%20GMT	https://akademi.dexignlab.com/xhtml/images/food/pic1.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/food/pic1.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:46	17006/17006	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2004:55:38%20GMT	https://akademi.dexignlab.com/xhtml/images/food/pic2.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/food/pic2.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:47	30836/30836	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2004:55:38%20GMT	https://akademi.dexignlab.com/xhtml/images/food/pic3.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/food/pic3.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:48	7513/7513	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Mar%202023%2001:09:02%20GMT	https://akademi.dexignlab.com/xhtml/images/trans/1.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/trans/1.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:49	18999/18999	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Mar%202023%2001:09:02%20GMT	https://akademi.dexignlab.com/xhtml/images/trans/2.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/trans/2.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:50	11137/11137	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Mar%202023%2001:09:00%20GMT	https://akademi.dexignlab.com/xhtml/images/trans/3.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/trans/3.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:51	25917/25917	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Mar%202023%2001:09:00%20GMT	https://akademi.dexignlab.com/xhtml/images/trans/4.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/trans/4.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:53	6850/6850	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Mar%202023%2001:09:00%20GMT	https://akademi.dexignlab.com/xhtml/images/trans/5.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/trans/5.jpg	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:55	197016/197016	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Jul%202022%2009:06:48%20GMT	https://akademi.dexignlab.com/xhtml/vendor/chart.js/Chart.bundle.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/chart.js/Chart.bundle.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:55	1077658/1077658	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Mar%202021%2015:34:44%20GMT	https://akademi.dexignlab.com/xhtml/vendor/apexchart/apexchart.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/apexchart/apexchart.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:56	3722/3722	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202019%2001:44:40%20GMT	https://akademi.dexignlab.com/xhtml/vendor/peity/jquery.peity.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/peity/jquery.peity.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:57	2942/2942	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20May%202016%2000:32:26%20GMT	https://akademi.dexignlab.com/xhtml/vendor/jquery-nice-select/js/jquery.nice-select.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/jquery-nice-select/js/jquery.nice-select.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:59	89019/89019	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Feb%202023%2015:34:30%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datatables/js/jquery.dataTables.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datatables/js/jquery.dataTables.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:02:59	140596/140596	---M--	200	added ('OK')	application/javascript	date:Wed,%2007%20Sep%202022%2000:07:04%20GMT	https://akademi.dexignlab.com/xhtml/vendor/swiper/js/swiper-bundle.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/swiper/js/swiper-bundle.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:03:00	10101/10101	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2011:40:54%20GMT	https://akademi.dexignlab.com/xhtml/js/plugins-init/datatables.init.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/js/plugins-init/datatables.init.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:03:00	15558/15558	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2011:40:47%20GMT	https://akademi.dexignlab.com/xhtml/js/dashboard/dashboard-1.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/js/dashboard/dashboard-1.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:03:01	8155/8155	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Apr%202022%2000:32:24%20GMT	https://akademi.dexignlab.com/xhtml/vendor/wow-master/dist/wow.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/wow-master/dist/wow.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:03:03	51654/51654	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Sep%202020%2009:59:24%20GMT	https://akademi.dexignlab.com/xhtml/vendor/bootstrap-datetimepicker/js/moment.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/bootstrap-datetimepicker/js/moment.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:03:03	38268/38268	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202022%2010:39:46%20GMT	https://akademi.dexignlab.com/xhtml/vendor/datepicker/js/bootstrap-datepicker.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/datepicker/js/bootstrap-datepicker.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:03:04	15853/15853	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2003:16:40%20GMT	https://akademi.dexignlab.com/xhtml/vendor/bootstrap-select-country/js/bootstrap-select-country.min.js	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/bootstrap-select-country/js/bootstrap-select-country.min.js	(from https://akademi.dexignlab.com/xhtml/index.html)
09:03:05	20463/20463	---M--	200	added ('OK')	text/css	date:Wed,%2001%20May%202019%2009:23:42%20GMT	https://akademi.dexignlab.com/xhtml/vendor/lightgallery/css/lightgallery.min.css	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/vendor/lightgallery/css/lightgallery.min.css	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:06	14635/14635	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2021:27:10%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/profile.png	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/profile.png	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:08	56020/56020	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2011:04:22%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/1.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/1.jpg	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:09	71943/71943	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2011:07:52%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/2.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/2.jpg	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:10	57492/57492	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2011:10:00%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/3.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/3.jpg	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:11	56027/56027	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2011:12:24%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/4.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/4.jpg	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:11	15638/15638	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2011:16:28%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/5.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/5.jpg	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:12	16936/16936	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2011:17:42%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/6.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/6.jpg	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
09:03:13	17258/17258	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2011:18:54%20GMT	https://akademi.dexignlab.com/xhtml/images/profile/7.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/profile/7.jpg	(from https://akademi.dexignlab.com/xhtml/app-profile.html)
